image,base_caption,lora_caption,given_caption
2659183350_730951f740.jpg,a group of kids playing with a giant baseball,A group of children are playing with a large ball .,A boy in a red and white shirt kicks a large baseball while surrounded by people .
2660008870_b672a4c76a.jpg,a boy in a swimming pool,A boy is splashing around in a swimming pool .,A boy is making a splash in a swimming pool .
2661138991_d55aa0e5dc.jpg,a man in a military uniform laying on the floor,A man in a military uniform is lying on the floor .,A GI relaxes and waits at an airport .
2662845514_8620aaee96.jpg,a man in a white suit performing a karate move on ice,A man in a white kimono is jumping through a block of ice .,A man doing a karate kick on a block of ice .
2663794355_e726ec7e05.jpg,two women sunbathing on the beach,Two women in bikinis are laying on towels near the water .,There are two women tanning in bikinis .
2664103423_c539f61016.jpg,a man flying a kite on the beach,A man is flying a kite on a beach .,A man bracing himself against the pull of a large kite .
2665586311_9a5f4e3fbe.jpg,two young girls running in front of an old building,A girl in a pink shirt and a girl in a purple shirt are running through an old building .,"A girl in pink pants running , an ornate Spanish ruin in the background ."
2666179615_f05a9d8331.jpg,a woman holding up a cell phone in a crowd,A girl in a red sweater is holding up a cell phone .,a closeup picture of a girl with long black hair and one hand raised in the air .
2666205903_8d287669e1.jpg,a little girl holding a pinwheel in front of a crowd of people,A child holds a pinwheel in front of a crowd of people .,A child is holding a colorful object and overlooking a crowd of people while sitting on the shoulders of an older person .
2667015110_1670324a33.jpg,a little boy holding a book,A boy in an orange shirt holds a book .,A child in an orange shirt with a book .
2667549961_57e5e2c0a5.jpg,a baby laying on the floor next to a water bottle,A baby crawls on the floor next to a water bottle .,A baby crawls on a wood floor near a bottle of water .
267015208_d80b3eb94d.jpg,a group of people standing in front of a building,A green car is parked in front of a large building .,A green Volkswagen Bug and other vintage cars are admired by people in a courtyard .
2670637584_d96efb8afa.jpg,a person sitting on the ground looking through binoculars,A girl in a blue shirt is looking through binoculars in the woods .,"A child in a blue shirt sitting on a forest floor , looking through binoculars ."
2675397335_1dcdbd12f5.jpg,a dog running in a field,A black and white dog runs through a field .,A big thin dog runs fast in a field of grass .
2675685200_0913d84d9b.jpg,a young boy sitting at a table eating a plate of food,A boy in pajamas sits at a dining table .,A boy eating at a table .
2676764246_c58205a365.jpg,three greyhounds racing,A group of greyhounds are running on a dirt track .,The greyhounds are running quickly in this race .
2677656448_6b7e7702af.jpg,a man and a dog in a pool,A brown and white dog is swimming in a pool .,a brown and white dog swimming towards some in the pool
2679565682_91ecd283ff.jpg,a man with a long beard standing next to a man with a camera,A bearded man with a long white beard is standing in front of another man with a beard .,A man in a blue shirt and beard looks at something that he is holding .
2682382530_f9f8fd1e89.jpg,a man doing a trick on a skateboard,A shirtless man doing a kick .,A man in black shorts is stretching out his leg .
2683963310_20dcd5e566.jpg,a baby playing in the sand,A baby is playing in a sandbox .,A baby is in a sandpit playing with a bucket .
2687672606_275169c35d.jpg,a woman wearing a necklace,A woman in a colorful dress is looking at a piece of paper .,A girl with Indian clothing on and henna on her hand goes through paperwork .
2689001252_e0016c89f0.jpg,three little girls playing with a frisbee,Three girls in bikinis are playing with a red ball .,little girls in swimsuits are laughing
2693425189_47740c22ed.jpg,a young boy playing in a swimming pool,A boy in a swimming pool playing with a yellow tube .,A boy holding a large foam wand waves it near a swimming pool .
2693539377_5442430f81.jpg,a group of people on a roller coaster ride,A boy and girl ride a roller coaster .,a boy and girl riding a roller coaster
2695093520_5cfeb0729d.jpg,a man and a woman standing in front of a building,A man and a woman are standing in front of a mirror .,A couple are holding hands next to a very large mirror outdoors .
2695962887_a1647c567b.jpg,a shaggy haired dog,A shaggy dog is running through obstacle courses .,A dog completing a fitness excercise
269650644_059a84ece5.jpg,a group of people skating on an ice rink,A group of people are skating on an ice rink in a city .,A group of people are ice skating in a big city .
2696866120_254a0345bc.jpg,a dog laying on the ground,A brown dog is rolling around in the dirt .,A dirty tan dog rolling in the dirt and looking right at the camera .
2698666984_13e17236ae.jpg,a woman running in the rain during a marathon,A female runner is running in the rain .,A loan runner participates in a race in the rain .
2701271123_6761bc5f26.jpg,a black dog with a ball in its mouth,A black dog carries a ball in its mouth .,A black dog is biting onto a soccer ball on the dirt ground .
2703155733_19ac6f97a8.jpg,a woman walking on a runway with a long skirt,A girl in a red and pink dress is walking on a runway .,A run way model removes a tan coat to show off a fancy dress .
2704934519_457dc38986.jpg,a woman is splashing in the water,A girl is splashing in the water .,A girl is shaking the water out of her hair .
2706766641_a9df81969d.jpg,a young boy standing in front of a wooden door,A boy in a blue shirt is covered in mud .,A child and floor covered in white powder .
270724499_107481c88f.jpg,a dog running in a field with a frisbee in its mouth,A brown dog is running in the grass with a blue ball in its mouth .,A dog with a blue ball running in a field .
2707873672_15e6b5d54b.jpg,two boys on a picnic table,A boy in a brown shirt and a boy in a blue shirt are fighting on a picnic table .,Two boys wearing brown shirts tug at a rope on a wooden platform .
270816949_ffad112278.jpg,clouds in the sky,A man is riding a horse on a mountain range .,A man on horseback on a grassy field in front of mountains .
2708686056_1b8f356264.jpg,a young girl in a blue swimsuit is riding a surfboard in the ocean,A girl in a blue swimsuit is running into the waves .,A girl in a blue swimsuit walks into the ocean .
2709359730_13bca100af.jpg,two dogs running together,A black dog runs alongside two other dogs .,A group of dogs walk around outdoors .
2710416789_555180e399.jpg,a young boy with a mohawk sitting on a couch,A boy wearing glasses and a blue shirt .,A chubby Asian boy is wearing glasses .
2710563762_06d48329d7.jpg,a group of people playing basketball on a court,A group of girls are playing basketball on a court .,A girl basketball player wearing blue is blocking another girl player wearing yellow .
2712787899_d85048eb6a.jpg,a woman sitting on a wall,A blonde woman in a white shirt and black pants is sitting on a concrete wall .,A blonde woman in black jeans is sitting on a wall examining her nails .
2714220101_c31db50b10.jpg,west highland white terrier running on the beach,A small white dog is running on the beach .,A little white dog running through the sand .
2714674623_8cd05ac114.jpg,a man sleeping on a train,A man in a black shirt is sitting on a bus .,a large man dozes off on the bus .
2714703706_d21c5cb8df.jpg,two dogs fighting over a bone,A brown and white dog is biting another brown and white dog .,dogs playing
2715035273_8fc8b1291c.jpg,two women walking down the street at night,Two girls are walking down a city street at night .,A group of women walk down a street at night .
2718024196_3ff660416a.jpg,a young boy jumping in the air with a frisbee in his hand,A boy in a blue swimsuit jumps in the air .,A boy in a blue bathing suit jumps with his arms in the air in a backyard setting .
2718495608_d8533e3ac5.jpg,a woman wearing sunglasses and a yellow top,A girl in a yellow shirt and sunglasses is smiling .,a brunette girl wearing sunglasses and a yellow shirt
2719101587_4ba70dee14.jpg,a man on a motorcycle doing a trick,A man on a motorcycle doing a trick .,A guy doing tricks on a motorcycle .
2723477522_d89f5ac62b.jpg,two dogs running in the grass,A brown dog and a black dog are running in the grass .,A big dog chases a little dog on the grass .
2726262796_03bd63a155.jpg,a young girl standing on a surfboard in the ocean,A girl in a blue bikini stands in the surf .,A girl in a bathing suit plays on the surf .
2729655904_1dd01922fb.jpg,two people and two dogs playing in the water,A boy and two dogs are playing on the beach .,Two boys and two dogs are playing in the sand and water at the seashore .
2731171552_4a808c7d5a.jpg,a man holding a kite up in the air,A boy in a yellow shirt is on the shoulders of a boy in a blue shirt .,"A boy held by a man points his arm towards the sky , as another boy peers through his hands into the air ."
2734219983_fe86a60bf9.jpg,a woman and child walking in the rain with umbrellas,A woman and a child walking in the rain .,A woman and child with an umbrella walk through the street in the pouring rain .
2734669176_c272b42597.jpg,a dog catching a frisbee,A dog jumps up to catch a Frisbee .,"A baseball player , a woman with Frisbees , and a dog in front of blue bleachers ."
2735558076_0d7bbc18fc.jpg,a group of people sitting on the street,A group of people are sitting on the side of the road .,A boy looks suspiciously at someone nearby .
2735792721_b8fe85e803.jpg,a boy playing with a water gun,A boy is splashing water on another boy .,A child gets squirted while squirting a water gun .
2736508369_fd9ff0b42f.jpg,a baseball player sliding into a base during a game,A baseball player slides into second base .,A baseball player is tagged out sliding into second base .
2736902411_a0010f89ae.jpg,two women sitting on a bench taking a selfie,Two blonde girls are sitting on a bench taking a picture .,The girls are taking a picture of themselves .
